YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Sample_Size,Gender,Race,Age,Education
2017,Florida,E-Cigarette Use (Adults),Frequency of Use,Every Day,885,Overall,All Races,All Ages,All Grades
2017,Florida,Smokeless Tobacco Use (Adults),User Status,Current,11830,Female,All Races,All Ages,All Grades
2017,Florida,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,669,Male,All Races,All Ages,All Grades
2017,Florida,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,157,Female,All Races,All Ages,All Grades
2017,Florida,Cigarette Use (Adults),Smoking Frequency,Every Day,1949,Female,All Races,All Ages,All Grades
2017,Florida,E-Cigarette Use (Adults),User Status,Current,11744,Female,All Races,All Ages,All Grades
2017,Florida,E-Cigarette Use (Adults),User Status,Current,20982,Overall,All Races,All Ages,All Grades
2017,Florida,Cigarette Use (Adults),Smoking Status,Current,11790,Female,All Races,All Ages,All Grades
2017,Florida,E-Cigarette Use (Adults),User Status,Current,9238,Male,All Races,All Ages,All Grades
2017,Florida,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,669,Male,All Races,All Ages,All Grades
2017,Florida,Cigarette Use (Adults),Smoking Frequency,Every Day,1804,Male,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),Frequency of Use,Some Days,189,Overall,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Frequency,Some Days,462,Male,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),User Status,Current,5697,Overall,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),User Status,Current,2461,Male,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),Frequency of Use,Every Day,189,Overall,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,58,Female,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),Frequency of Use,Some Days,100,Male,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),User Status,Current,5744,Overall,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),User Status,Current,2478,Male,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,221,Overall,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),User Status,Current,3236,Female,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,58,Female,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),Frequency of Use,Every Day,100,Male,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Status,Current,2470,Male,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Frequency,Every Day,853,Overall,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),User Status,Current,3266,Female,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Frequency,Some Days,391,Female,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,163,Male,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Frequency,Every Day,391,Female,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),Frequency of Use,Every Day,89,Female,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Status,Current,3256,Female,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,163,Male,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Status,Current,5726,Overall,All Races,All Ages,All Grades
2017,Georgia,E-Cigarette Use (Adults),Frequency of Use,Some Days,89,Female,All Races,All Ages,All Grades
2017,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,221,Overall,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Frequency,Every Day,462,Male,All Races,All Ages,All Grades
2017,Georgia,Cigarette Use (Adults),Smoking Frequency,Some Days,853,Overall,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),User Status,Current,751,Female,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Frequency,Some Days,176,Male,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),Frequency of Use,Every Day,,Male,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,70,Male,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),User Status,Current,1443,Overall,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),User Status,Current,750,Female,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Frequency,Some Days,150,Female,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Frequency,Every Day,326,Overall,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),Frequency of Use,Every Day,76,Overall,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),User Status,Current,690,Male,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Frequency,Every Day,176,Male,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Frequency,Some Days,326,Overall,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,82,Overall,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Status,Current,692,Male,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),User Status,Current,692,Male,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Status,Current,752,Female,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,70,Male,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),Frequency of Use,Some Days,,Male,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),User Status,Current,1440,Overall,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Frequency,Every Day,150,Female,All Races,All Ages,All Grades
2017,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,82,Overall,All Races,All Ages,All Grades
2017,Guam,E-Cigarette Use (Adults),Frequency of Use,Some Days,76,Overall,All Races,All Ages,All Grades
2017,Guam,Cigarette Use (Adults),Smoking Status,Current,1444,Overall,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,121,Male,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,121,Male,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Frequency,Every Day,392,Female,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Status,Current,7422,Overall,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Status,Current,3914,Female,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),User Status,Current,3490,Male,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),Frequency of Use,Every Day,260,Overall,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),Frequency of Use,Some Days,165,Male,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),User Status,Current,3508,Male,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,152,Overall,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),Frequency of Use,Some Days,260,Overall,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Status,Current,3504,Male,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),User Status,Current,7376,Overall,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Frequency,Every Day,498,Male,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Frequency,Some Days,498,Male,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),Frequency of Use,Every Day,165,Male,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),User Status,Current,7429,Overall,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Frequency,Every Day,890,Overall,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Frequency,Some Days,890,Overall,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),Frequency of Use,Every Day,95,Female,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,152,Overall,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),User Status,Current,3882,Female,All Races,All Ages,All Grades
2017,Hawaii,E-Cigarette Use (Adults),Frequency of Use,Some Days,95,Female,All Races,All Ages,All Grades
2017,Hawaii,Smokeless Tobacco Use (Adults),User Status,Current,3917,Female,All Races,All Ages,All Grades
2017,Hawaii,Cigarette Use (Adults),Smoking Frequency,Some Days,392,Female,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Frequency,Some Days,291,Female,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,179,Male,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,202,Overall,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),Frequency of Use,Every Day,139,Overall,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Status,Current,2605,Female,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),Frequency of Use,Some Days,65,Male,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),User Status,Current,4745,Overall,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),User Status,Current,4730,Overall,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Frequency,Some Days,284,Male,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),User Status,Current,2146,Male,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),User Status,Current,2591,Female,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,202,Overall,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),Frequency of Use,Every Day,65,Male,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Frequency,Some Days,575,Overall,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),User Status,Current,2138,Male,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),Frequency of Use,Some Days,139,Overall,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Status,Current,4748,Overall,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),Frequency of Use,Some Days,74,Female,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,179,Male,All Races,All Ages,All Grades
2017,Idaho,Smokeless Tobacco Use (Adults),User Status,Current,2597,Female,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Frequency,Every Day,575,Overall,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Frequency,Every Day,284,Male,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Frequency,Every Day,291,Female,All Races,All Ages,All Grades
2017,Idaho,Cigarette Use (Adults),Smoking Status,Current,2141,Male,All Races,All Ages,All Grades
2017,Idaho,E-Cigarette Use (Adults),Frequency of Use,Every Day,74,Female,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),User Status,Current,2931,Female,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Frequency,Some Days,348,Female,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),Frequency of Use,Some Days,154,Overall,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,113,Overall,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),Frequency of Use,Some Days,76,Female,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),User Status,Current,2385,Male,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),User Status,Current,5344,Overall,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Frequency,Some Days,345,Male,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Status,Current,2385,Male,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,85,Male,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Status,Current,5345,Overall,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),Frequency of Use,Every Day,76,Female,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),Frequency of Use,Some Days,78,Male,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Frequency,Every Day,693,Overall,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Frequency,Every Day,345,Male,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),User Status,Current,2958,Female,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),Frequency of Use,Every Day,78,Male,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Frequency,Every Day,348,Female,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Status,Current,2959,Female,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),User Status,Current,5300,Overall,All Races,All Ages,All Grades
2017,Illinois,Cigarette Use (Adults),Smoking Frequency,Some Days,693,Overall,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),User Status,Current,2368,Male,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,85,Male,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,113,Overall,All Races,All Ages,All Grades
2017,Illinois,E-Cigarette Use (Adults),Frequency of Use,Every Day,154,Overall,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Frequency,Every Day,2310,Overall,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,71,Female,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),Frequency of Use,Every Day,497,Overall,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),Frequency of Use,Some Days,240,Male,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),User Status,Current,5678,Male,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,379,Male,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Status,Current,13261,Overall,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),Frequency of Use,Every Day,240,Male,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),Frequency of Use,Some Days,497,Overall,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,379,Male,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Frequency,Some Days,1232,Female,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),User Status,Current,13233,Overall,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Status,Current,7576,Female,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),User Status,Current,13147,Overall,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,450,Overall,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),Frequency of Use,Every Day,257,Female,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Frequency,Some Days,2310,Overall,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Frequency,Every Day,1078,Male,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Frequency,Every Day,1232,Female,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,450,Overall,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,71,Female,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),Frequency of Use,Some Days,257,Female,All Races,All Ages,All Grades
2017,Indiana,Smokeless Tobacco Use (Adults),User Status,Current,7548,Female,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Frequency,Some Days,1078,Male,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),User Status,Current,7503,Female,All Races,All Ages,All Grades
2017,Indiana,E-Cigarette Use (Adults),User Status,Current,5636,Male,All Races,All Ages,All Grades
2017,Indiana,Cigarette Use (Adults),Smoking Status,Current,5678,Male,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Status,Current,3915,Female,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),User Status,Current,7347,Overall,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Frequency,Every Day,547,Female,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),Frequency of Use,Some Days,228,Overall,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),User Status,Current,3860,Female,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,302,Male,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Frequency,Some Days,547,Female,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),Frequency of Use,Every Day,85,Female,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Frequency,Every Day,582,Male,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,329,Overall,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),User Status,Current,7451,Overall,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),Frequency of Use,Some Days,143,Male,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Frequency,Some Days,1129,Overall,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),Frequency of Use,Every Day,228,Overall,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,302,Male,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,329,Overall,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),Frequency of Use,Every Day,143,Male,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),Frequency of Use,Some Days,85,Female,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Status,Current,3514,Male,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Frequency,Every Day,1129,Overall,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Status,Current,7437,Overall,All Races,All Ages,All Grades
2017,Iowa,Cigarette Use (Adults),Smoking Frequency,Some Days,582,Male,All Races,All Ages,All Grades
2017,Iowa,E-Cigarette Use (Adults),User Status,Current,3480,Male,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),User Status,Current,3524,Male,All Races,All Ages,All Grades
2017,Iowa,Smokeless Tobacco Use (Adults),User Status,Current,3920,Female,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,1009,Overall,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),User Status,Current,9724,Male,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),Frequency of Use,Every Day,383,Male,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,917,Male,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Frequency,Every Day,3138,Overall,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),Frequency of Use,Some Days,678,Overall,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Frequency,Some Days,1584,Female,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),User Status,Current,11059,Female,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,92,Female,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),Frequency of Use,Every Day,678,Overall,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),Frequency of Use,Some Days,295,Female,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),User Status,Current,9653,Male,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),User Status,Current,20607,Overall,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Frequency,Some Days,3138,Overall,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Frequency,Some Days,1554,Male,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Status,Current,9683,Male,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Frequency,Every Day,1554,Male,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Status,Current,20693,Overall,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),User Status,Current,10941,Female,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),User Status,Current,20795,Overall,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,917,Male,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Frequency,Every Day,1584,Female,All Races,All Ages,All Grades
2017,Kansas,Cigarette Use (Adults),Smoking Status,Current,10997,Female,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,1009,Overall,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),Frequency of Use,Some Days,383,Male,All Races,All Ages,All Grades
2017,Kansas,E-Cigarette Use (Adults),Frequency of Use,Every Day,295,Female,All Races,All Ages,All Grades
2017,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,92,Female,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,515,Overall,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Frequency,Some Days,917,Female,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),Frequency of Use,Every Day,170,Male,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,515,Overall,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,459,Male,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),User Status,Current,8328,Overall,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,459,Male,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Frequency,Some Days,831,Male,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),Frequency of Use,Every Day,183,Female,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),Frequency of Use,Some Days,353,Overall,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),Frequency of Use,Some Days,183,Female,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),User Status,Current,4816,Female,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Status,Current,3505,Male,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Frequency,Every Day,831,Male,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Status,Current,4835,Female,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),User Status,Current,3516,Male,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,56,Female,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),User Status,Current,4849,Female,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),User Status,Current,8370,Overall,All Races,All Ages,All Grades
2017,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56,Female,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),Frequency of Use,Every Day,353,Overall,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Frequency,Some Days,1748,Overall,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),Frequency of Use,Some Days,170,Male,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Status,Current,8345,Overall,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Frequency,Every Day,1748,Overall,All Races,All Ages,All Grades
2017,Kentucky,E-Cigarette Use (Adults),User Status,Current,3507,Male,All Races,All Ages,All Grades
2017,Kentucky,Cigarette Use (Adults),Smoking Frequency,Every Day,917,Female,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,244,Overall,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Frequency,Some Days,479,Female,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),Frequency of Use,Some Days,87,Male,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Frequency,Every Day,904,Overall,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),Frequency of Use,Every Day,75,Female,All Races,All Ages,All Grades
